Word Trial.ID list wordNeighbour N zipf.wordNeighbour len.wordNeighbour bigram.zipf.wordNeighbour old20.wordNeighbour old1.wordNeighbour bigram.zipf.novelWord old20.novelWord old1.novelWord len.novelWord pos_deviation levDistToWordNeigh baseWord Blocco Subject Age Gender Handedness Session List Data OraStart TrialCount rt Resp Acc learning lexicality Index
gateri 22043 B NA NA NA NA NA NA NA 7.12 1.95 1 6 NA NA no 10 27 20 Female Right Morning B 2019-01-21 13:43:02 66 441 2 1 un novelword 9
gerilla 11019 A gorilla 1 3.749031532 7 6.89 1.85 1 6.98 1.8 1 7 initial 1 yes 10 20 32 Female Right Morning A 2018-12-03 13:26:00 66 485 2 1 un novelword 6
picastro 21024 B pilastro 1 3.104737082 8 6.87 2.35 1 6.9 2.05 1 8 middle 1 yes 10 7 21 Male Right Morning B 2018-10-08 13:50:59 66 502 2 1 un novelword 6
amiora NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 66 706 1 1 un NA 1
itorsbe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 66 612 1 1 un NA 1
licolo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 66 602 1 1 un NA 1
ollevia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 66 579 1 1 un NA 1
bamerie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 66 563 1 1 un NA 1
treane NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 66 716 1 1 un NA 1
ascuccio 11009 A astuccio 0 2.653321228 8 6.78 1.95 1 6.73 2.2 1 8 middle 1 yes 10 8 24 Female Right Morning A 2018-10-16 13:48:31 67 443 2 1 un novelword 9
autinno 11027 A autunno 1 3.904833584 7 6.53 1.75 1 6.35 2.45 1 7 final 1 yes 10 26 27 Female Right Morning A 2019-01-21 10:01:44 67 484 2 1 un novelword 9
collepio 11013 A collegio 1 3.686467568 8 6.82 1.75 1 6.81 2.1 1 8 final 1 yes 10 16 24 Male Right Morning A 2018-11-15 10:03:56 67 839 2 1 un novelword 8
gadodo 12041 A NA NA NA NA NA NA NA 6.61 2 2 6 NA NA no 10 14 22 Female Right Morning A 2018-11-12 13:44:47 67 685 2 1 un novelword 6
garsupio 21020 B marsupio 1 2.954351224 8 6.77 2.55 1 6.73 2.75 1 8 initial 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 67 547 2 1 un novelword 6
chiento NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 67 620 1 1 un NA 1
cistro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 67 852 1 1 un NA 1
ignira NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 67 850 1 1 un NA 1
invimmi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 67 551 1 1 un NA 1
obuciaro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 67 744 1 1 un NA 1
olarrego NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 67 502 1 1 un NA 1
orsero NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 67 621 1 1 un NA 1
beroccra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 27 20 Female Right Morning B 2019-01-21 13:43:02 67 559 1 1 un NA 1
oratocci NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 67 688 1 1 un NA 1
matodice 22044 B NA NA NA NA NA NA NA 6.9 2.5 2 8 NA NA no 10 3 25 Female Right Morning B 2018-09-19 09:54:40 68 597 2 1 un novelword 9
nicopina 11022 A nicotina 1 3.149964622 8 6.96 2.45 1 6.9 2.6 1 8 middle 1 yes 10 8 24 Female Right Morning A 2018-10-16 13:48:31 68 474 2 1 un novelword 6
scagro 12044 A NA NA NA NA NA NA NA 6.77 1.95 1 6 NA NA no 10 26 27 Female Right Morning A 2019-01-21 10:01:44 68 549 2 1 un novelword 6
tarogna 21008 B carogna 1 3.61986752 7 6.89 1.9 1 6.93 1.95 1 7 initial 1 yes 10 27 20 Female Right Morning B 2019-01-21 13:43:02 68 453 2 1 un novelword 6
tulifano 21029 B tulipano 1 2.614169104 8 6.83 2.45 1 6.79 2.4 1 8 middle 1 yes 10 11 25 Male Right Morning B 2018-11-02 13:41:00 68 602 2 1 un novelword 9
entassi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 68 817 1 1 un NA 1
inazzio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 68 513 1 1 un NA 1
isolasbi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 68 713 1 1 un NA 1
ltarti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 68 722 1 1 un NA 1
morralvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 68 904 1 1 un NA 1
olfote NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 14 22 Female Right Morning A 2018-11-12 13:44:47 68 640 1 1 un NA 1
sincanvi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 17 24 Male Right Morning B 2018-11-15 14:10:31 68 768 1 1 un NA 1
cermai NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 68 485 1 1 un NA 1
ciaffo 11012 A ciuffo 1 2.954351224 6 6.41 1.9 1 6.72 1.95 1 6 middle 1 yes 10 4 22 Male Right Morning A 2018-09-19 13:50:24 69 707 2 1 un novelword 6
forzica 11018 A formica 2 3.390952497 7 6.82 1.85 1 6.76 1.9 1 7 middle 1 yes 10 16 24 Male Right Morning A 2018-11-15 10:03:56 69 1134 2 1 un novelword 6
forzica 11018 A formica 2 3.390952497 7 6.82 1.85 1 6.76 1.9 1 7 middle 1 yes 10 20 32 Female Right Morning A 2018-12-03 13:26:00 69 531 2 1 un novelword 9
tulifano 21029 B tulipano 1 2.614169104 8 6.83 2.45 1 6.79 2.4 1 8 middle 1 yes 10 1 28 Male Right Morning B 2018-09-04 10:04:35 69 556 2 1 un novelword 6
tullordi 12050 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 10 22 25 Male Right Morning A 2019-01-08 10:00:13 69 739 2 1 un novelword 7
creparlo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 69 775 1 1 un NA 1
fommicri NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 27 20 Female Right Morning B 2019-01-21 13:43:02 69 541 1 1 un NA 1
impotro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 14 22 Female Right Morning A 2018-11-12 13:44:47 69 720 1 1 un NA 1
mistra NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 69 823 1 1 un NA 1
narmento NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 69 690 1 1 un NA 1
comprufo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 69 893 1 1 un NA 1
olosai NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 69 576 1 1 un NA 1
liscoia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 17 24 Male Right Morning B 2018-11-15 14:10:31 69 663 1 1 un NA 1
sugliodi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 69 630 1 1 un NA 1
buensi 22035 B NA NA NA NA NA NA NA 6.71 1.95 1 6 NA NA no 10 27 20 Female Right Morning B 2019-01-21 13:43:02 70 484 2 1 un novelword 9
collepio 11013 A collegio 1 3.686467568 8 6.82 1.75 1 6.81 2.1 1 8 final 1 yes 10 16 24 Male Right Morning A 2018-11-15 10:03:56 70 855 2 1 un novelword 9
fastero 12037 A NA NA NA NA NA NA NA 7.03 1.95 1 7 NA NA no 10 4 22 Male Right Morning A 2018-09-19 13:50:24 70 612 2 1 un novelword 9
unguria 11006 A anguria 1 2.946798086 7 6.94 1.95 1 6.8 2.1 1 7 initial 1 yes 10 22 25 Male Right Morning A 2019-01-08 10:00:13 70 574 2 1 un novelword 6
allabe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 70 493 1 1 un NA 1
avesta NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 14 22 Female Right Morning A 2018-11-12 13:44:47 70 754 1 1 un NA 1
cappia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 70 662 1 1 un NA 1
furcre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 17 24 Male Right Morning B 2018-11-15 14:10:31 70 476 2 0 un NA 1
nevacco NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 70 610 1 1 un NA 1
oduesto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 70 595 1 1 un NA 1
riobiva NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 70 720 1 1 un NA 1
sapito NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 70 1338 1 1 un NA 1
orseso NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 70 940 1 1 un NA 1
pittudi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 70 615 1 1 un NA 1
antensa 11007 A antenna 1 3.425187354 7 7.02 1.95 1 7.01 1.9 1 7 final 1 yes 11 26 27 Female Right Morning A 2019-01-21 10:01:44 1 1267 1 0 un novelword 4
ettinita 22038 B NA NA NA NA NA NA NA 6.97 2.55 2 8 NA NA no 11 23 32 Female Right Morning B 2019-01-08 13:42:19 1 772 2 1 un novelword 7
forissi 22040 B NA NA NA NA NA NA NA 6.92 1.8 1 7 NA NA no 11 1 28 Male Right Morning B 2018-09-04 10:04:35 1 786 1 0 un novelword 4
pieppo 11025 A pioppo 1 2.458094958 6 6.61 1.95 1 6.54 1.9 1 6 middle 1 yes 11 8 24 Female Right Morning A 2018-10-16 13:48:31 1 490 1 0 un novelword 4
rassoio 11030 A vassoio 0 3.540200757 7 6.75 1.95 1 6.86 1.85 1 7 initial 1 yes 11 14 22 Female Right Morning A 2018-11-12 13:44:47 1 1447 1 0 un novelword 4
ancole NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 11 25 Male Right Morning B 2018-11-02 13:41:00 1 1173 2 0 un NA 1
ansuffo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 20 32 Female Right Morning A 2018-12-03 13:26:00 1 610 1 1 un NA 1
azionta NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 4 22 Male Right Morning A 2018-09-19 13:50:24 1 920 1 1 un NA 1
azioti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 22 25 Male Right Morning A 2019-01-08 10:00:13 1 656 1 1 un NA 1
chialco NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 7 21 Male Right Morning B 2018-10-08 13:50:59 1 532 1 1 un NA 1
fiogira NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 3 25 Female Right Morning B 2018-09-19 09:54:40 1 692 1 1 un NA 1
tomensa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 16 24 Male Right Morning A 2018-11-15 10:03:56 1 862 1 1 un NA 1
petiro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 27 20 Female Right Morning B 2019-01-21 13:43:02 1 683 1 1 un NA 1
oionitie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 17 24 Male Right Morning B 2018-11-15 14:10:31 1 1902 1 1 un NA 1
corazia 11015 A corazza 1 3.112609706 7 6.85 1.9 1 6.95 1.9 1 7 final 1 yes 11 16 24 Male Right Morning A 2018-11-15 10:03:56 2 1111 1 0 un novelword 4
cortario 22037 B NA NA NA NA NA NA NA 7.03 1.85 1 8 NA NA no 11 17 24 Male Right Morning B 2018-11-15 14:10:31 2 585 2 1 un novelword 7
difupo 11016 A dirupo 1 2.894214608 6 6.57 1.95 1 6.46 2.05 1 6 middle 1 yes 11 8 24 Female Right Morning A 2018-10-16 13:48:31 2 498 2 1 un novelword 7
enalogia 21002 B analogia 1 3.010467166 8 6.93 2.05 1 6.9 2.15 1 8 initial 1 yes 11 11 25 Male Right Morning B 2018-11-02 13:41:00 2 567 2 1 un novelword 7
fordora 11017 A forfora 0 2.502677091 7 6.83 2.25 1 6.88 1.95 1 7 middle 1 yes 11 4 22 Male Right Morning A 2018-09-19 13:50:24 2 675 2 1 un novelword 7
gannolo 21007 B cannolo 1 2.689233784 7 6.91 1.95 1 6.86 1.95 1 7 initial 1 yes 11 3 25 Female Right Morning B 2018-09-19 09:54:40 2 909 2 1 un novelword 7
spitana 12047 A NA NA NA NA NA NA NA 6.93 1.95 1 7 NA NA no 11 20 32 Female Right Morning A 2018-12-03 13:26:00 2 920 2 1 un novelword 7
tenopo 12049 A NA NA NA NA NA NA NA 6.92 2 2 6 NA NA no 11 22 25 Male Right Morning A 2019-01-08 10:00:13 2 1374 1 0 un novelword 4
brazza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 7 21 Male Right Morning B 2018-10-08 13:50:59 2 616 1 1 un NA 1
essari NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 1 28 Male Right Morning B 2018-09-04 10:04:35 2 485 1 1 un NA 1
ideredia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 27 20 Female Right Morning B 2019-01-21 13:43:02 2 518 1 1 un NA 1
paressi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 14 22 Female Right Morning A 2018-11-12 13:44:47 2 731 1 1 un NA 1
recceppe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 26 27 Female Right Morning A 2019-01-21 10:01:44 2 693 1 1 un NA 1
sucivito NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 23 32 Female Right Morning B 2019-01-08 13:42:19 2 1047 1 1 un NA 1
ettinita 22038 B NA NA NA NA NA NA NA 6.97 2.55 2 8 NA NA no 11 11 25 Male Right Morning B 2018-11-02 13:41:00 3 948 1 0 un novelword 4
tariffu 21005 B tariffa 1 3.416232512 7 6.91 2.2 1 6.9 2.7 1 7 final 1 yes 11 3 25 Female Right Morning B 2018-09-19 09:54:40 3 1647 2 1 un novelword 4
tullordi 12050 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 11 14 22 Female Right Morning A 2018-11-12 13:44:47 3 894 1 0 un novelword 5
edettile NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 7 21 Male Right Morning B 2018-10-08 13:50:59 3 586 1 1 un NA 1
iteggio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 20 32 Female Right Morning A 2018-12-03 13:26:00 3 543 1 1 un NA 1
itichio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 1 28 Male Right Morning B 2018-09-04 10:04:35 3 482 1 1 un NA 1
licala NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 8 24 Female Right Morning A 2018-10-16 13:48:31 3 479 1 1 un NA 1
riobiva NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 26 27 Female Right Morning A 2019-01-21 10:01:44 3 666 1 1 un NA 1
sarbabia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 17 24 Male Right Morning B 2018-11-15 14:10:31 3 599 2 0 un NA 1
titangro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 23 32 Female Right Morning B 2019-01-08 13:42:19 3 800 1 1 un NA 1
ucchera NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 22 25 Male Right Morning A 2019-01-08 10:00:13 3 637 1 1 un NA 1
cidezo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 27 20 Female Right Morning B 2019-01-21 13:43:02 3 471 1 1 un NA 1
forvazi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 4 22 Male Right Morning A 2018-09-19 13:50:24 3 597 1 1 un NA 1
scomenu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 16 24 Male Right Morning A 2018-11-15 10:03:56 3 1043 1 1 un NA 1
commegia 11014 A commedia 1 3.880232089 8 6.83 2.15 1 6.8 2.45 1 8 middle 1 yes 11 14 22 Female Right Morning A 2018-11-12 13:44:47 4 709 1 0 un novelword 4
cortario 22037 B NA NA NA NA NA NA NA 7.03 1.85 1 8 NA NA no 11 17 24 Male Right Morning B 2018-11-15 14:10:31 4 692 2 1 un novelword 8
dofile 21012 B docile 1 2.965440196 6 6.79 1.85 1 6.67 1.95 1 6 middle 1 yes 11 7 21 Male Right Morning B 2018-10-08 13:50:59 4 572 1 0 un novelword 4
gannolo 21007 B cannolo 1 2.689233784 7 6.91 1.95 1 6.86 1.95 1 7 initial 1 yes 11 3 25 Female Right Morning B 2018-09-19 09:54:40 4 510 2 1 un novelword 8
gannolo 21007 B cannolo 1 2.689233784 7 6.91 1.95 1 6.86 1.95 1 7 initial 1 yes 11 1 28 Male Right Morning B 2018-09-04 10:04:35 4 931 2 1 un novelword 4
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 11 20 32 Female Right Morning A 2018-12-03 13:26:00 4 683 2 1 un novelword 4
scapippo 12045 A NA NA NA NA NA NA NA 6.65 2.75 2 8 NA NA no 11 16 24 Male Right Morning A 2018-11-15 10:03:56 4 1053 2 1 un novelword 4
anconvi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 4 22 Male Right Morning A 2018-09-19 13:50:24 4 564 1 1 un NA 1
cherfuro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 8 24 Female Right Morning A 2018-10-16 13:48:31 4 476 1 1 un NA 1
mepitro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 26 27 Female Right Morning A 2019-01-21 10:01:44 4 608 1 1 un NA 1
nonoste NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 27 20 Female Right Morning B 2019-01-21 13:43:02 4 660 1 1 un NA 1
peccafa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 11 25 Male Right Morning B 2018-11-02 13:41:00 4 790 1 1 un NA 1
tedinla NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 22 25 Male Right Morning A 2019-01-08 10:00:13 4 760 1 1 un NA 1
irucce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 23 32 Female Right Morning B 2019-01-08 13:42:19 4 586 1 1 un NA 1
antensa 11007 A antenna 1 3.425187354 7 7.02 1.95 1 7.01 1.9 1 7 final 1 yes 11 26 27 Female Right Morning A 2019-01-21 10:01:44 5 384 2 1 un novelword 5
batole 12032 A NA NA NA NA NA NA NA 6.94 1.8 1 6 NA NA no 11 14 22 Female Right Morning A 2018-11-12 13:44:47 5 768 2 1 un novelword 7
ettinita 22038 B NA NA NA NA NA NA NA 6.97 2.55 2 8 NA NA no 11 17 24 Male Right Morning B 2018-11-15 14:10:31 5 543 1 0 un novelword 4
mefinga 11021 A meringa 1 2.668044485 7 7.02 1.95 1 6.73 2.4 1 7 middle 1 yes 11 16 24 Male Right Morning A 2018-11-15 10:03:56 5 1238 1 0 un novelword 7
averche NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 3 25 Female Right Morning B 2018-09-19 09:54:40 5 786 1 1 un NA 1
azioti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 8 24 Female Right Morning A 2018-10-16 13:48:31 5 425 1 1 un NA 1
endalzo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 20 32 Female Right Morning A 2018-12-03 13:26:00 5 621 1 1 un NA 1
entassi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 23 32 Female Right Morning B 2019-01-08 13:42:19 5 607 2 0 un NA 1
iacciapo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 7 21 Male Right Morning B 2018-10-08 13:50:59 5 681 1 1 un NA 1
ietordi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 4 22 Male Right Morning A 2018-09-19 13:50:24 5 526 1 1 un NA 1
saesta NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 1 28 Male Right Morning B 2018-09-04 10:04:35 5 517 1 1 un NA 1
scitto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 22 25 Male Right Morning A 2019-01-08 10:00:13 5 552 1 1 un NA 1
timinche NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 11 25 Male Right Morning B 2018-11-02 13:41:00 5 678 1 1 un NA 1
pontab NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 27 20 Female Right Morning B 2019-01-21 13:43:02 5 534 1 1 un NA 1
buscio 11020 A guscio 1 3.558279151 6 6.7 1.8 1 6.69 1.75 1 6 initial 1 yes 11 4 22 Male Right Morning A 2018-09-19 13:50:24 6 925 2 1 un novelword 4
catalle 12035 A NA NA NA NA NA NA NA 6.98 1.95 1 7 NA NA no 11 14 22 Female Right Morning A 2018-11-12 13:44:47 6 810 1 0 un novelword 7
forzica 11018 A formica 2 3.390952497 7 6.82 1.85 1 6.76 1.9 1 7 middle 1 yes 11 16 24 Male Right Morning A 2018-11-15 10:03:56 6 672 2 1 un novelword 7
frunicio 22042 B NA NA NA NA NA NA NA 6.72 2.5 2 8 NA NA no 11 23 32 Female Right Morning B 2019-01-08 13:42:19 6 661 2 1 un novelword 7
gannolo 21007 B cannolo 1 2.689233784 7 6.91 1.95 1 6.86 1.95 1 7 initial 1 yes 11 1 28 Male Right Morning B 2018-09-04 10:04:35 6 449 2 1 un novelword 5
cailossi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 20 32 Female Right Morning A 2018-12-03 13:26:00 6 622 1 1 un NA 1
dalcuto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 11 25 Male Right Morning B 2018-11-02 13:41:00 6 701 1 1 un NA 1
evitusa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 3 25 Female Right Morning B 2018-09-19 09:54:40 6 1146 1 1 un NA 1
inazzio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 22 25 Male Right Morning A 2019-01-08 10:00:13 6 479 1 1 un NA 1
indivere NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 7 21 Male Right Morning B 2018-10-08 13:50:59 6 621 1 1 un NA 1
iteggio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 26 27 Female Right Morning A 2019-01-21 10:01:44 6 660 1 1 un NA 1
renvoie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 17 24 Male Right Morning B 2018-11-15 14:10:31 6 603 2 0 un NA 1
tuainche NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 8 24 Female Right Morning A 2018-10-16 13:48:31 6 435 1 1 un NA 1
apputo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 27 20 Female Right Morning B 2019-01-21 13:43:02 6 686 1 1 un NA 1
aquigone 21003 B aquilone 1 3.201647095 8 6.72 2.55 1 6.64 2.8 1 8 middle 1 yes 11 1 28 Male Right Morning B 2018-09-04 10:04:35 7 748 2 1 un novelword 7
gadodo 12041 A NA NA NA NA NA NA NA 6.61 2 2 6 NA NA no 11 4 22 Male Right Morning A 2018-09-19 13:50:24 7 1372 2 1 un novelword 7
mefinga 11021 A meringa 1 2.668044485 7 7.02 1.95 1 6.73 2.4 1 7 middle 1 yes 11 22 25 Male Right Morning A 2019-01-08 10:00:13 7 450 1 0 un novelword 7
omnesia 11002 A amnesia 1 3.488683741 7 6.9 1.85 1 6.87 2.15 1 7 initial 1 yes 11 26 27 Female Right Morning A 2019-01-21 10:01:44 7 575 2 1 un novelword 7
paluge 11024 A palude 1 3.76029714 6 6.65 1.95 1 6.58 1.95 1 6 final 1 yes 11 20 32 Female Right Morning A 2018-12-03 13:26:00 7 586 2 1 un novelword 7
tarogna 21008 B carogna 1 3.61986752 7 6.89 1.9 1 6.93 1.95 1 7 initial 1 yes 11 3 25 Female Right Morning B 2018-09-19 09:54:40 7 764 2 1 un novelword 7
vimitodi 22050 B NA NA NA NA NA NA NA 6.78 2.8 2 8 NA NA no 11 17 24 Male Right Morning B 2018-11-15 14:10:31 7 876 1 0 un novelword 4
coronpo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 16 24 Male Right Morning A 2018-11-15 10:03:56 7 970 1 1 un NA 1
natimmo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 27 20 Female Right Morning B 2019-01-21 13:43:02 7 497 1 1 un NA 1
nermani NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 14 22 Female Right Morning A 2018-11-12 13:44:47 7 700 1 1 un NA 1
servefro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 23 32 Female Right Morning B 2019-01-08 13:42:19 7 549 1 1 un NA 1
petiro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 8 24 Female Right Morning A 2018-10-16 13:48:31 7 809 2 0 un NA 1
verezi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 7 21 Male Right Morning B 2018-10-08 13:50:59 7 614 1 1 un NA 1
ornerti NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11 11 25 Male Right Morning B 2018-11-02 13:41:00 7 921 1 1 un NA 1
algebba 11001 A algebra 0 3.120342156 7 6.71 2.45 1 6.51 2.75 1 7 final 1 yes 11 22 25 Male Right Morning A 2019-01-08 10:00:13 8 683 2 1 un novelword 4
catalle 12035 A NA NA NA NA NA NA NA 6.98 1.95 1 7 NA NA no 11 4 22 Male Right Morning A 2018-09-19 13:50:24 8 636 2 1 un novelword 7
edicota 21013 B edicola 1 3.000482945 7 6.89 2 1 6.9 2.3 1 7 final 1 yes 11 11 25 Male Right Morning B 2018-11-02 13:41:00 8 499 2 1 un novelword 7
