Word Trial.ID list wordNeighbour N zipf.wordNeighbour len.wordNeighbour bigram.zipf.wordNeighbour old20.wordNeighbour old1.wordNeighbour bigram.zipf.novelWord old20.novelWord old1.novelWord len.novelWord pos_deviation levDistToWordNeigh baseWord Blocco Subject Age Gender Handedness Session List Data OraStart TrialCount rt Resp Acc learning lexicality Index
iacciapo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 54 602 1 1 un NA 1
morralvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 54 701 1 1 un NA 1
oduesto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 54 467 1 1 un NA 1
ossendo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 54 673 1 1 un NA 1
denvate NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 54 625 1 1 un NA 1
antensa 11007 A antenna 1 3.425187354 7 7.02 1.95 1 7.01 1.9 1 7 final 1 yes 10 8 24 Female Right Morning A 2018-10-16 13:48:31 55 454 2 1 un novelword 6
aquigone 21003 B aquilone 1 3.201647095 8 6.72 2.55 1 6.64 2.8 1 8 middle 1 yes 10 27 20 Female Right Morning B 2019-01-21 13:43:02 55 464 2 1 un novelword 5
enalogia 21002 B analogia 1 3.010467166 8 6.93 2.05 1 6.9 2.15 1 8 initial 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 55 584 2 1 un novelword 6
nicopina 11022 A nicotina 1 3.149964622 8 6.96 2.45 1 6.9 2.6 1 8 middle 1 yes 10 4 22 Male Right Morning A 2018-09-19 13:50:24 55 650 2 1 un novelword 6
novaglia 21027 B tovaglia 1 3.026613802 8 6.83 2.25 1 6.8 2.55 1 8 initial 1 yes 10 3 25 Female Right Morning B 2018-09-19 09:54:40 55 640 2 1 un novelword 6
sentesto 12046 A NA NA NA NA NA NA NA 7.01 2 2 8 NA NA no 10 22 25 Male Right Morning A 2019-01-08 10:00:13 55 530 2 1 un novelword 9
avuora NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 55 832 1 1 un NA 1
cappia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 55 844 1 1 un NA 1
comati NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 55 606 1 1 un NA 1
ertirafo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 55 685 1 1 un NA 1
iacciapo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 55 905 1 1 un NA 1
latesse NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 14 22 Female Right Morning A 2018-11-12 13:44:47 55 807 1 1 un NA 1
mepitro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 55 690 1 1 un NA 1
ragazio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 55 1222 1 1 un NA 1
aquigone 21003 B aquilone 1 3.201647095 8 6.72 2.55 1 6.64 2.8 1 8 middle 1 yes 10 27 20 Female Right Morning B 2019-01-21 13:43:02 56 480 2 1 un novelword 6
ciconna 21010 B cicogna 1 2.675223069 7 6.82 1.95 1 6.93 2.25 1 7 middle 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 56 554 2 1 un novelword 7
gannolo 21007 B cannolo 1 2.689233784 7 6.91 1.95 1 6.86 1.95 1 7 initial 1 yes 10 23 32 Female Right Morning B 2019-01-08 13:42:19 56 707 2 1 un novelword 9
inguilla 11005 A anguilla 1 3.016998033 8 6.79 2.1 1 6.77 2.4 1 8 initial 1 yes 10 16 24 Male Right Morning A 2018-11-15 10:03:56 56 1469 2 1 un novelword 5
pieppo 11025 A pioppo 1 2.458094958 6 6.61 1.95 1 6.54 1.9 1 6 middle 1 yes 10 26 27 Female Right Morning A 2019-01-21 10:01:44 56 434 2 1 un novelword 9
scatra 22045 B NA NA NA NA NA NA NA 7 1.6 1 6 NA NA no 10 3 25 Female Right Morning B 2018-09-19 09:54:40 56 546 2 1 un novelword 6
anconvi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 14 22 Female Right Morning A 2018-11-12 13:44:47 56 778 1 1 un NA 1
aresesga NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 56 501 1 1 un NA 1
essucia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 56 676 1 1 un NA 1
irirapie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 56 628 1 1 un NA 1
nuorma NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 56 648 1 1 un NA 1
ranfio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 56 500 1 1 un NA 1
volinuo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 56 759 1 1 un NA 1
ultappo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 56 852 1 1 un NA 1
amulero 11003 A amuleto 1 3.319645514 7 6.79 2 1 6.91 2.2 1 7 final 1 yes 10 16 24 Male Right Morning A 2018-11-15 10:03:56 57 708 2 1 un novelword 9
ciconna 21010 B cicogna 1 2.675223069 7 6.82 1.95 1 6.93 2.25 1 7 middle 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 57 484 2 1 un novelword 8
fastero 12037 A NA NA NA NA NA NA NA 7.03 1.95 1 7 NA NA no 10 4 22 Male Right Morning A 2018-09-19 13:50:24 57 820 2 1 un novelword 8
selgicro 22046 B NA NA NA NA NA NA NA 6.74 3 3 8 NA NA no 10 23 32 Female Right Morning B 2019-01-08 13:42:19 57 1094 2 1 un novelword 6
spiaglia 21026 B spiaggia 1 4.475241145 8 6.79 1.8 1 6.85 1.95 1 8 final 1 yes 10 27 20 Female Right Morning B 2019-01-21 13:43:02 57 551 2 1 un novelword 5
cattine NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 57 783 1 1 un NA 1
ceredi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 57 670 1 1 un NA 1
fiacce NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 57 554 1 1 un NA 1
ignira NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 57 514 1 1 un NA 1
ommorari NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 14 22 Female Right Morning A 2018-11-12 13:44:47 57 730 1 1 un NA 1
omprune NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 57 651 1 1 un NA 1
onelpe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 57 563 1 1 un NA 1
sbamale NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 57 559 1 1 un NA 1
sontiro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 57 1242 1 1 un NA 1
aquigone 21003 B aquilone 1 3.201647095 8 6.72 2.55 1 6.64 2.8 1 8 middle 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 58 568 2 1 un novelword 5
bomuparo 12033 A NA NA NA NA NA NA NA 6.76 2.95 2 8 NA NA no 10 26 27 Female Right Morning A 2019-01-21 10:01:44 58 658 2 1 un novelword 6
gabassia 21016 B galassia 1 3.907760953 8 6.91 2.3 1 6.81 2.5 1 8 middle 1 yes 10 3 25 Female Right Morning B 2018-09-19 09:54:40 58 710 2 1 un novelword 6
grancile 12042 A NA NA NA NA NA NA NA 6.91 1.95 1 8 NA NA no 10 16 24 Male Right Morning A 2018-11-15 10:03:56 58 1987 2 1 un novelword 6
scatra 22045 B NA NA NA NA NA NA NA 7 1.6 1 6 NA NA no 10 1 28 Male Right Morning B 2018-09-04 10:04:35 58 491 2 1 un novelword 9
sosbegno 11026 A sostegno 1 4.034778653 8 6.84 2.15 1 6.62 2.7 1 8 middle 1 yes 10 14 22 Female Right Morning A 2018-11-12 13:44:47 58 862 2 1 un novelword 5
affosamo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 58 803 1 1 un NA 1
giarte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 27 20 Female Right Morning B 2019-01-21 13:43:02 58 653 1 1 un NA 1
ilasbi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 58 534 1 1 un NA 1
libosi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 58 760 1 1 un NA 1
robbile NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 58 665 1 1 un NA 1
erdorse NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 58 612 1 1 un NA 1
sapiace NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 58 670 1 1 un NA 1
erebocri NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 58 486 1 1 un NA 1
augubio 21004 B augurio 1 2.942971678 7 6.68 1.85 1 6.41 2.7 1 7 middle 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 59 588 2 1 un novelword 9
bomuparo 12033 A NA NA NA NA NA NA NA 6.76 2.95 2 8 NA NA no 10 4 22 Male Right Morning A 2018-09-19 13:50:24 59 896 2 1 un novelword 9
frutirca 12040 A NA NA NA NA NA NA NA 6.69 2.95 2 8 NA NA no 10 22 25 Male Right Morning A 2019-01-08 10:00:13 59 868 2 1 un novelword 9
garsupio 21020 B marsupio 1 2.954351224 8 6.77 2.55 1 6.73 2.75 1 8 initial 1 yes 10 7 21 Male Right Morning B 2018-10-08 13:50:59 59 600 2 1 un novelword 8
gateri 22043 B NA NA NA NA NA NA NA 7.12 1.95 1 6 NA NA no 10 23 32 Female Right Morning B 2019-01-08 13:42:19 59 510 2 1 un novelword 9
inguilla 11005 A anguilla 1 3.016998033 8 6.79 2.1 1 6.77 2.4 1 8 initial 1 yes 10 8 24 Female Right Morning A 2018-10-16 13:48:31 59 463 2 1 un novelword 9
selgicro 22046 B NA NA NA NA NA NA NA 6.74 3 3 8 NA NA no 10 3 25 Female Right Morning B 2018-09-19 09:54:40 59 589 2 1 un novelword 9
tariffu 21005 B tariffa 1 3.416232512 7 6.91 2.2 1 6.9 2.7 1 7 final 1 yes 10 1 28 Male Right Morning B 2018-09-04 10:04:35 59 544 2 1 un novelword 6
cedira NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 59 1001 1 1 un NA 1
morralvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 27 20 Female Right Morning B 2019-01-21 13:43:02 59 602 2 0 un NA 1
quellasi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 59 1433 2 0 un NA 1
strento NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 59 602 2 0 un NA 1
sucivito NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 59 562 1 1 un NA 1
melirio 21011 B delirio 1 3.441343232 7 6.92 1.85 1 6.92 1.95 1 7 initial 1 yes 10 11 25 Male Right Morning B 2018-11-02 13:41:00 60 718 2 1 un novelword 9
nellula 11011 A cellula 1 3.621482 7 6.7 1.9 1 6.75 1.9 1 7 initial 1 yes 10 14 22 Female Right Morning A 2018-11-12 13:44:47 60 630 2 1 un novelword 9
nicopina 11022 A nicotina 1 3.149964622 8 6.96 2.45 1 6.9 2.6 1 8 middle 1 yes 10 20 32 Female Right Morning A 2018-12-03 13:26:00 60 572 2 1 un novelword 9
novaglia 21027 B tovaglia 1 3.026613802 8 6.83 2.25 1 6.8 2.55 1 8 initial 1 yes 10 7 21 Male Right Morning B 2018-10-08 13:50:59 60 477 2 1 un novelword 6
suomio 12048 A NA NA NA NA NA NA NA 6.64 1.9 1 6 NA NA no 10 4 22 Male Right Morning A 2018-09-19 13:50:24 60 885 2 1 un novelword 6
cailossi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 60 690 1 1 un NA 1
fidessa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 17 24 Male Right Morning B 2018-11-15 14:10:31 60 546 1 1 un NA 1
iettore NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 60 668 1 1 un NA 1
libengi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 60 618 1 1 un NA 1
obuciaro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 60 588 1 1 un NA 1
questai NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 60 901 1 1 un NA 1
rarchio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 60 545 1 1 un NA 1
accossu NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 27 20 Female Right Morning B 2019-01-21 13:43:02 60 418 1 1 un NA 1
derche NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 60 850 1 1 un NA 1
aquigone 21003 B aquilone 1 3.201647095 8 6.72 2.55 1 6.64 2.8 1 8 middle 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 61 503 2 1 un novelword 6
frilmodo 12039 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 10 8 24 Female Right Morning A 2018-10-16 13:48:31 61 505 2 1 un novelword 8
inguento 11029 A unguento 1 2.958079096 8 6.78 2.6 1 6.89 1.95 1 8 initial 1 yes 10 14 22 Female Right Morning A 2018-11-12 13:44:47 61 617 2 1 un novelword 6
ideredia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 61 728 1 1 un NA 1
lopesta NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 61 1044 1 1 un NA 1
olarrego NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 61 625 1 1 un NA 1
remebbo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 61 916 1 1 un NA 1
tescorma NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 61 874 1 1 un NA 1
tripro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 61 701 1 1 un NA 1
zandre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 27 20 Female Right Morning B 2019-01-21 13:43:02 61 450 1 1 un NA 1
agiorma NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 61 526 1 1 un NA 1
quessi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 61 607 1 1 un NA 1
erebocri NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 61 554 1 1 un NA 1
nessefe NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 61 599 1 1 un NA 1
chiosto 21009 B chiosco 1 3.327643797 7 6.85 1.9 1 6.89 1.65 1 7 final 1 yes 10 3 25 Female Right Morning B 2018-09-19 09:54:40 62 621 2 1 un novelword 6
enalogia 21002 B analogia 1 3.010467166 8 6.93 2.05 1 6.9 2.15 1 8 initial 1 yes 10 7 21 Male Right Morning B 2018-10-08 13:50:59 62 602 2 1 un novelword 9
gateri 22043 B NA NA NA NA NA NA NA 7.12 1.95 1 6 NA NA no 10 27 20 Female Right Morning B 2019-01-21 13:43:02 62 546 2 1 un novelword 8
inguilla 11005 A anguilla 1 3.016998033 8 6.79 2.1 1 6.77 2.4 1 8 initial 1 yes 10 16 24 Male Right Morning A 2018-11-15 10:03:56 62 1608 2 1 un novelword 6
osbrica 11023 A ostrica 0 2.942971678 7 6.98 1.95 1 6.86 2.2 1 7 middle 1 yes 10 8 24 Female Right Morning A 2018-10-16 13:48:31 62 525 2 1 un novelword 9
sosbegno 11026 A sostegno 1 4.034778653 8 6.84 2.15 1 6.62 2.7 1 8 middle 1 yes 10 14 22 Female Right Morning A 2018-11-12 13:44:47 62 691 2 1 un novelword 6
suteni 22048 B NA NA NA NA NA NA NA 6.88 1.9 1 6 NA NA no 10 17 24 Male Right Morning B 2018-11-15 14:10:31 62 515 2 1 un novelword 9
edettile NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 62 1284 1 1 un NA 1
iniridi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 62 1049 1 1 un NA 1
lemsbei NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 62 548 1 1 un NA 1
mergazzo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 11 25 Male Right Morning B 2018-11-02 13:41:00 62 940 1 1 un NA 1
osabbite NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 62 706 1 1 un NA 1
sbagro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 62 757 1 1 un NA 1
smanza NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 62 738 1 1 un NA 1
buersa 12034 A NA NA NA NA NA NA NA 6.81 2 2 6 NA NA no 10 26 27 Female Right Morning A 2019-01-21 10:01:44 63 534 2 1 un novelword 9
dofile 21012 B docile 1 2.965440196 6 6.79 1.85 1 6.67 1.95 1 6 middle 1 yes 10 11 25 Male Right Morning B 2018-11-02 13:41:00 63 523 2 1 un novelword 9
garsupio 21020 B marsupio 1 2.954351224 8 6.77 2.55 1 6.73 2.75 1 8 initial 1 yes 10 7 21 Male Right Morning B 2018-10-08 13:50:59 63 472 2 1 un novelword 9
tartubo 11028 A tartufo 1 3.051261237 7 6.81 2.25 1 6.81 2.35 1 7 final 1 yes 10 14 22 Female Right Morning A 2018-11-12 13:44:47 63 631 2 1 un novelword 9
tulifano 21029 B tulipano 1 2.614169104 8 6.83 2.45 1 6.79 2.4 1 8 middle 1 yes 10 1 28 Male Right Morning B 2018-09-04 10:04:35 63 606 2 1 un novelword 5
cononpa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 63 844 1 1 un NA 1
elvieno NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 17 24 Male Right Morning B 2018-11-15 14:10:31 63 696 1 1 un NA 1
oposso NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 63 389 1 1 un NA 1
osboluo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3 25 Female Right Morning B 2018-09-19 09:54:40 63 710 1 1 un NA 1
ossendo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 63 645 1 1 un NA 1
rmestapo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 63 562 1 1 un NA 1
strica NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 63 710 1 1 un NA 1
trefio NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 63 920 1 1 un NA 1
egonte NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 27 20 Female Right Morning B 2019-01-21 13:43:02 63 549 1 1 un NA 1
algebba 11001 A algebra 0 3.120342156 7 6.71 2.45 1 6.51 2.75 1 7 final 1 yes 10 4 22 Male Right Morning A 2018-09-19 13:50:24 64 625 2 1 un novelword 9
aquigone 21003 B aquilone 1 3.201647095 8 6.72 2.55 1 6.64 2.8 1 8 middle 1 yes 10 3 25 Female Right Morning B 2018-09-19 09:54:40 64 624 2 1 un novelword 9
gannolo 21007 B cannolo 1 2.689233784 7 6.91 1.95 1 6.86 1.95 1 7 initial 1 yes 10 27 20 Female Right Morning B 2019-01-21 13:43:02 64 493 2 1 un novelword 9
spriage 22047 B NA NA NA NA NA NA NA 6.84 2 2 7 NA NA no 10 11 25 Male Right Morning B 2018-11-02 13:41:00 64 578 2 1 un novelword 6
alcore NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 64 498 1 1 un NA 1
andage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 1 28 Male Right Morning B 2018-09-04 10:04:35 64 537 1 1 un NA 1
annosepi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 26 27 Female Right Morning A 2019-01-21 10:01:44 64 1072 1 1 un NA 1
binficia NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 17 24 Male Right Morning B 2018-11-15 14:10:31 64 928 2 0 un NA 1
canude NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 64 950 1 1 un NA 1
dofuomo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 64 656 1 1 un NA 1
niesto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 64 1259 1 1 un NA 1
suomabo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 64 518 1 1 un NA 1
forvazi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 14 22 Female Right Morning A 2018-11-12 13:44:47 64 717 1 1 un NA 1
timocre NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 20 32 Female Right Morning A 2018-12-03 13:26:00 64 738 1 1 un NA 1
algebba 11001 A algebra 0 3.120342156 7 6.71 2.45 1 6.51 2.75 1 7 final 1 yes 10 26 27 Female Right Morning A 2019-01-21 10:01:44 65 552 2 1 un novelword 6
batole 12032 A NA NA NA NA NA NA NA 6.94 1.8 1 6 NA NA no 10 14 22 Female Right Morning A 2018-11-12 13:44:47 65 983 1 0 un novelword 5
ciconna 21010 B cicogna 1 2.675223069 7 6.82 1.95 1 6.93 2.25 1 7 middle 1 yes 10 11 25 Male Right Morning B 2018-11-02 13:41:00 65 612 2 1 un novelword 9
frunicio 22042 B NA NA NA NA NA NA NA 6.72 2.5 2 8 NA NA no 10 1 28 Male Right Morning B 2018-09-04 10:04:35 65 1692 2 1 un novelword 9
nellula 11011 A cellula 1 3.621482 7 6.7 1.9 1 6.75 1.9 1 7 initial 1 yes 10 20 32 Female Right Morning A 2018-12-03 13:26:00 65 531 2 1 un novelword 6
spiaglia 21026 B spiaggia 1 4.475241145 8 6.79 1.8 1 6.85 1.95 1 8 final 1 yes 10 27 20 Female Right Morning B 2019-01-21 13:43:02 65 534 2 1 un novelword 6
spiaglia 21026 B spiaggia 1 4.475241145 8 6.79 1.8 1 6.85 1.95 1 8 final 1 yes 10 3 25 Female Right Morning B 2018-09-19 09:54:40 65 631 2 1 un novelword 9
armecci NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 7 21 Male Right Morning B 2018-10-08 13:50:59 65 614 1 1 un NA 1
bensonvo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 8 24 Female Right Morning A 2018-10-16 13:48:31 65 717 1 1 un NA 1
elcocci NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 23 32 Female Right Morning B 2019-01-08 13:42:19 65 638 1 1 un NA 1
ereoppi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 16 24 Male Right Morning A 2018-11-15 10:03:56 65 1055 1 1 un NA 1
fuinto NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 4 22 Male Right Morning A 2018-09-19 13:50:24 65 865 1 1 un NA 1
iticomi NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 22 25 Male Right Morning A 2019-01-08 10:00:13 65 625 1 1 un NA 1
nizicolo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 17 24 Male Right Morning B 2018-11-15 14:10:31 65 763 2 0 un NA 1
anguato 21001 B agguato 1 3.494119287 7 6.76 1.9 1 6.91 1.75 1 7 initial 1 yes 10 23 32 Female Right Morning B 2019-01-08 13:42:19 66 537 2 1 un novelword 6
aseddoto 11004 A aneddoto 1 3.010467166 8 6.85 2.65 1 6.75 2.8 1 8 initial 1 yes 10 16 24 Male Right Morning A 2018-11-15 10:03:56 66 1825 1 0 un novelword 6
batole 12032 A NA NA NA NA NA NA NA 6.94 1.8 1 6 NA NA no 10 14 22 Female Right Morning A 2018-11-12 13:44:47 66 745 2 1 un novelword 6
ciconna 21010 B cicogna 1 2.675223069 7 6.82 1.95 1 6.93 2.25 1 7 middle 1 yes 10 17 24 Male Right Morning B 2018-11-15 14:10:31 66 1558 2 1 un novelword 9
frilmodo 12039 A NA NA NA NA NA NA NA 6.71 3 3 8 NA NA no 10 8 24 Female Right Morning A 2018-10-16 13:48:31 66 571 2 1 un novelword 9
